# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360295,853,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,1011,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,1133,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,1413,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360296,1,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360296,314,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360327,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360327,52,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360327,96,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360327,106,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360327,109,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360327,130,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360327,287,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360390,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360390,18,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360390,39,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360390,42,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360390,49,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360390,78,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360391,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360392,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360392,14,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360393,1,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360400,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360400,46,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360413,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360413,29,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360413,31,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360413,34,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360413,38,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360413,48,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360413,52,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360413,62,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360413,65,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360413,106,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360428,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360428,8,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360428,35,17,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360428,36,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360428,37,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360428,44,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360428,55,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360428,71,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360428,80,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360428,85,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360432,1,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360432,12,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360435,1,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360435,29,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360437,1,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360438,1,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360438,10,2,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360438,12,1,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360458,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360458,45,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360458,63,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360458,107,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360458,122,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360458,127,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360459,1,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360459,414,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360459,469,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360459,636,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360459,743,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360459,1004,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360460,1,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360460,57,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360460,552,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360486,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360486,87,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360486,103,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360486,113,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360486,212,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360486,260,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360486,263,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360486,471,19,0.00,HLT_PFJet80_v22/0,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360490,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,4,19,0.00,HLT_PFJet80_v22/0,ONE,L1_SingleJet60/17000.00
360490,9,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,34,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,42,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,123,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,182,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,313,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,422,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,634,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,657,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,730,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360490,1120,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360491,1,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360737,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360737,7,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360761,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360761,41,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360794,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360794,46,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360794,49,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360794,93,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360794,99,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360794,249,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360794,263,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360794,320,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360794,351,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360795,1,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360795,30,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360795,338,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360797,1,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360820,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,61,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,70,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,143,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,146,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,164,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,214,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,344,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,385,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,440,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,548,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,719,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360820,803,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360825,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360825,13,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360825,78,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360825,334,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360825,336,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360826,1,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360856,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360856,67,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360874,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360874,39,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360876,1,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,238,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,252,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,259,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,268,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,273,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,279,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,284,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,288,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,292,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,296,17,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,302,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360876,312,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360887,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360888,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360889,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360890,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360890,17,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360890,49,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360890,187,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360890,259,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360890,437,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360892,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360892,13,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360892,232,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360895,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360895,6,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360895,326,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360919,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360919,79,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360919,127,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360919,268,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360919,294,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360919,701,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360919,770,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360920,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360921,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360921,99,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360921,220,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360927,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,104,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,123,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,175,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,204,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,275,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,303,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,369,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,561,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,775,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,877,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,1014,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,1040,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,1045,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,1113,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,1381,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360927,1808,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360941,1,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360941,46,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360941,74,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360942,1,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360942,8,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360945,1,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360946,1,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360946,125,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360946,193,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360948,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360948,14,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360950,1,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360950,5,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360950,256,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360951,1,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360951,9,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360991,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360991,61,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360992,1,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361020,1,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361020,50,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361020,62,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361020,72,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361020,81,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361020,89,16,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361020,95,17,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361020,103,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361020,109,19,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361044,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361044,69,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361044,77,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361045,1,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361045,637,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361045,686,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361045,829,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361045,907,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361050,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361052,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361052,15,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361054,1,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361054,19,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361054,311,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361083,1,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361083,24,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361083,31,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361083,37,16,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361091,1,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361091,55,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361091,76,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361091,90,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361091,106,16,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361105,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361105,73,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361105,81,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361105,96,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361105,101,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361105,410,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361105,415,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361106,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361107,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361107,15,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
361107,24,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361108,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361110,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
