# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359686,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359691,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359691,42,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359691,48,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359691,54,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359691,69,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359691,77,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359691,89,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359691,118,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359693,1,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359693,11,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359693,173,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359693,402,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359694,1,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359694,30,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359694,60,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359694,62,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359694,274,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359694,622,16,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359699,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359699,34,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359699,63,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359699,244,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359699,485,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359699,711,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359699,1003,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359699,1230,16,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359699,1641,17,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359718,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359718,34,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359718,40,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359718,88,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359718,232,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359750,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359750,3,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359750,113,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359750,220,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359750,224,0,0.00,HLT_PFJet80_v22/0,ONE,L1_SingleJet60/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359751,1,0,0.00,HLT_PFJet80_v22/0,ONE,L1_SingleJet60/0.00
359751,15,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359751,23,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359751,77,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359751,109,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359751,200,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359751,314,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359751,473,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359751,649,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359751,858,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359762,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,18,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,32,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,33,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,34,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,38,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,40,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,42,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,46,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,79,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,87,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,101,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,105,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,115,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,125,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,151,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359762,251,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359763,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,47,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,63,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,65,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,118,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,121,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,223,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,320,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,369,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,371,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359763,446,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359764,1,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359764,192,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359764,200,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359764,272,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359764,691,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359764,814,15,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359776,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359776,107,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359806,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,32,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,74,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,80,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,86,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,104,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,113,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,138,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,205,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,236,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359806,395,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359808,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359809,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359810,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359810,23,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359812,1,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359812,9,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359812,158,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359814,1,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359814,64,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359814,304,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359870,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359870,4,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359870,9,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359871,1,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359871,2,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359871,36,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359871,57,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359871,113,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359871,157,2,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359871,185,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359887,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359887,95,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359899,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359899,7,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359903,1,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
359998,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,13,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,38,17,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,45,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,182,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,198,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,225,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,240,4,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,257,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,349,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,378,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,450,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,579,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,720,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,860,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,1032,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,1219,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,1450,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
359998,1722,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360017,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360017,42,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360017,50,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360019,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,7,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,15,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,32,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,38,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,124,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,225,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,344,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,480,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,614,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,808,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,1000,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,1197,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,1207,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,1215,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360019,1475,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360075,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,12,18,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,29,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,36,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,74,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,208,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,229,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,297,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,311,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,383,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,415,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,472,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,573,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360075,695,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360090,1,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360090,110,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360090,182,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360090,371,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360090,687,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360116,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,52,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,115,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,121,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,130,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,137,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,157,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,165,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,218,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,237,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,304,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,341,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360116,420,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360125,1,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360125,4,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360125,125,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360125,244,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360126,1,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360126,64,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360126,225,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360127,1,10,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360127,14,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360128,1,11,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360128,23,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360130,1,12,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360130,56,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360131,1,13,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360131,214,14,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360141,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,8,9,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,45,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,82,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,88,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,327,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,352,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,429,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,445,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,517,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,536,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,634,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360141,755,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360224,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360224,43,8,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360224,106,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360224,112,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360224,136,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360224,157,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360224,208,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360225,1,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360225,94,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360225,98,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360225,297,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360225,298,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360295,1,3,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,214,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,227,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,508,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,550,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,562,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,565,5,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,585,6,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
360295,752,7,17000.00,HLT_PFJet80_v22/1,ONE,L1_SingleJet60/17000.00
