# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360486,263,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360486,471,19,0.00,HLT_PFJet260_v22/0,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360490,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360490,4,19,0.00,HLT_PFJet260_v22/0,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360490,9,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360490,34,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360490,42,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360490,123,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360490,182,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
360490,313,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360490,422,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360490,634,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
360490,657,11,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360490,730,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
360490,1120,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360491,1,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360737,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360737,7,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360761,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360761,41,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360794,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360794,46,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360794,49,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
360794,93,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360794,99,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360794,249,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360794,263,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360794,320,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360794,351,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360795,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360795,30,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360795,338,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360797,1,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360820,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360820,61,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360820,70,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
360820,143,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360820,146,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360820,164,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
360820,214,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360820,344,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360820,385,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360820,440,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360820,548,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360820,719,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360820,803,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360825,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
360825,13,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360825,78,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360825,334,11,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360825,336,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360826,1,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360856,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360856,67,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360874,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360874,39,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360876,1,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
360876,238,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360876,252,18,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360876,259,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360876,268,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360876,273,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360876,279,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
360876,284,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360876,288,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360876,292,15,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360876,296,17,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360876,302,15,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360876,312,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360887,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360888,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360889,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360890,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360890,17,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360890,49,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360890,187,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360890,259,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
360890,437,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360892,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360892,13,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360892,232,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360895,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360895,6,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
360895,326,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360919,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360919,79,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360919,127,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360919,268,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360919,294,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360919,701,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360919,770,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360920,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360921,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
360921,99,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360921,220,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360927,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360927,104,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360927,123,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360927,175,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360927,204,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360927,275,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360927,303,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360927,369,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360927,561,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360927,775,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360927,877,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
360927,1014,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360927,1040,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360927,1045,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360927,1113,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360927,1381,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
360927,1808,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360941,1,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360941,46,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360941,74,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360942,1,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
360942,8,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360945,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360946,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
360946,125,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360946,193,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360948,1,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
360948,14,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360950,1,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360950,5,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
360950,256,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360951,1,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
360951,9,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360991,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
360991,61,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
360992,1,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361020,1,4,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361020,50,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361020,62,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361020,72,14,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361020,81,15,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361020,89,16,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361020,95,17,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361020,103,18,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361020,109,19,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361044,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361044,69,5,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361044,77,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361045,1,6,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361045,637,7,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361045,686,8,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
361045,829,9,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361045,907,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361050,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361052,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361052,15,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361054,1,10,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00
361054,19,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361054,311,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361083,1,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361083,24,14,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361083,31,15,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361083,37,16,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361091,1,12,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00
361091,55,13,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00
361091,76,14,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet180/1.00 L1_SingleJet200/1.00
361091,90,15,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
361091,106,16,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet200/1.00 L1_SingleJet180/1.00 L1_SingleJet160er2p5/0.00
# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
361105,1,3,128.00,HLT_PFJet260_v22/128,OR,L1_SingleJet160er2p5/0.00 L1_SingleJet200/1.00 L1_SingleJet180/1.00
